datetime,tempmax,tempmin,humidity,windspeed,precip
2018-01-19,10.4,3.5,68,10.3,0.8
2018-01-20,19.0,10.1,90,24.4,0.9
2018-01-21,22.0,16.1,91,36.9,3.0
2018-01-22,16.5,6.7,40,21.1,1.6
2018-01-23,16.4,1.0,45,12.6,0.0
2018-01-24,15.6,1.3,50,10.2,0.0
2018-01-25,16.6,1.9,46,16.8,0.0
2018-01-26,19.9,10.6,80,16.9,1.3
2018-01-27,19.4,14.6,88,23.2,5.0
2018-01-28,18.8,10.2,55,18.0,0.0
2018-01-29,17.2,6.2,45,23.8,0.0
2018-01-30,17.4,1.5,50,19.1,0.0
2018-01-31,21.2,6.4,68,26.6,0.0
2018-02-01,23.7,11.7,62,23.4,0.0
2018-02-02,13.7,7.7,43,24.6,0.0
2018-02-03,15.0,6.4,74,18.1,4.6
2018-02-04,23.3,7.4,78,24.3,0.0
2018-02-05,15.6,3.9,63,28.5,0.1
2018-02-06,13.1,6.3,92,17.6,10.1
2018-02-07,10.2,3.2,64,26.7,2.6
2018-02-08,14.0,0.8,68,12.9,0.0
2018-02-09,17.3,10.1,82,16.2,2.2
2018-02-10,16.8,6.0,85,20.9,1.7
2018-02-11,6.0,0.2,58,29.3,0.1
2018-02-12,11.7,-0.5,62,19.4,0.0
2018-02-13,9.8,4.7,84,9.5,3.2
2018-02-14,19.0,9.4,93,15.9,1.3
2018-02-15,25.2,17.4,86,35.9,0.5
2018-02-16,21.4,14.1,72,23.9,0.5
2018-02-17,17.9,11.3,72,13.4,1.0
2018-02-18,23.1,11.2,85,27.4,2.5
2018-02-19,25.5,18.5,84,35.8,5.2
2018-02-20,24.1,18.2,91,29.5,62.1
2018-02-21,17.3,5.4,92,26.9,67.9
2018-02-22,10.2,3.2,87,17.4,8.6
2018-02-23,22.4,6.8,94,17.1,6.0
2018-02-24,25.4,16.3,90,32.3,5.8
2018-02-25,18.4,9.1,80,16.6,6.8
2018-02-26,20.2,9.0,79,15.0,0.0
2018-02-27,26.5,12.2,87,29.2,6.9
2018-02-28,27.0,19.3,83,27.5,0.3
2018-03-01,20.1,12.0,67,30.3,3.5
2018-03-02,21.2,9.5,75,14.0,0.0
2018-03-03,19.0,10.9,87,14.8,2.6
2018-03-04,26.9,17.0,86,26.2,4.1
2018-03-05,25.8,15.2,69,24.5,3.7
2018-03-06,19.6,9.6,39,14.5,0.0
2018-03-07,16.6,7.4,41,20.1,0.0
2018-03-08,18.6,7.8,55,19.8,0.0
2018-03-09,20.6,12.2,77,25.6,1.6
2018-03-10,28.4,17.6,77,21.3,0.3
2018-03-11,20.8,12.9,59,38.6,0.0
2018-03-12,17.2,7.7,48,22.7,0.0
2018-03-13,19.0,6.4,53,14.1,0.0
2018-03-14,20.1,5.8,47,13.8,0.0
2018-03-15,22.2,10.3,71,29.7,0.1
2018-03-16,30.1,17.8,67,18.9,0.8
2018-03-17,28.3,18.4,84,22.6,7.1
2018-03-18,28.8,19.4,82,17.0,0.5
2018-03-19,27.1,15.6,40,26.4,0.3
2018-03-20,22.8,9.9,39,22.9,0.0
2018-03-21,24.1,9.3,41,18.4,0.0
2018-03-22,26.4,11.8,60,31.0,0.0
2018-03-23,27.3,16.3,71,32.9,0.0
2018-03-24,30.0,18.5,71,24.7,0.1
2018-03-25,27.0,20.2,81,22.7,0.5
2018-03-26,30.1,19.8,71,34.6,0.1
2018-03-27,26.8,16.3,81,28.1,9.9
2018-03-28,21.5,16.2,94,24.9,46.9
2018-03-29,27.4,12.8,72,19.2,0.0
2018-03-30,21.8,13.0,65,20.3,0.0
2018-03-31,26.9,14.6,72,26.6,0.1
2018-04-01,28.2,16.5,75,22.3,0.2
2018-04-02,27.0,18.6,80,26.7,3.4
2018-04-03,27.2,17.6,76,27.9,23.8
2018-04-04,19.4,9.9,41,27.7,0.0
2018-04-05,24.7,11.6,68,21.6,0.1
2018-04-06,30.6,20.1,79,30.1,5.0
2018-04-07,18.2,5.7,68,33.2,10.0
2018-04-08,19.3,5.7,69,16.1,0.0
2018-04-09,19.6,11.7,81,18.9,0.1
2018-04-10,22.5,11.3,58,19.9,0.0
2018-04-11,26.5,9.3,55,25.6,0.0
2018-04-12,31.0,16.0,71,30.8,0.0
2018-04-13,30.3,20.6,79,30.9,11.3
2018-04-14,21.2,11.4,29,31.9,0.0
2018-04-15,22.7,7.9,40,19.2,0.0
2018-04-16,27.5,9.0,56,26.4,0.0
2018-04-17,30.0,15.8,62,30.3,0.0
2018-04-18,28.3,17.6,55,29.7,0.7
2018-04-19,24.4,14.5,32,21.5,0.0
2018-04-20,23.9,13.3,50,21.8,0.0
2018-04-21,23.2,15.0,89,25.6,8.3
2018-04-22,24.1,11.6,60,25.7,0.0
2018-04-23,27.9,11.7,55,14.8,0.0
2018-04-24,29.3,13.5,63,12.9,0.0
2018-04-25,28.9,15.2,63,27.8,0.1
2018-04-26,25.2,11.2,54,15.1,0.0
2018-04-27,28.2,14.4,51,11.6,0.0
2018-04-28,28.5,14.9,52,12.2,0.0
2018-04-29,28.1,14.9,58,21.7,0.0
2018-04-30,26.2,17.9,79,25.6,2.1
2018-05-01,26.6,19.8,85,30.3,4.8
2018-05-02,31.3,22.4,77,33.4,1.4
2018-05-03,30.6,22.7,83,31.0,12.4
2018-05-04,23.2,18.8,90,36.4,69.4
2018-05-05,27.0,17.2,70,18.9,3.0
2018-05-06,28.7,14.5,66,10.2,0.0
2018-05-07,31.0,15.4,61,15.5,0.0
2018-05-08,31.6,18.5,49,21.2,0.0
2018-05-09,31.3,18.4,56,23.3,0.0
2018-05-10,32.0,18.7,62,23.7,0.1
2018-05-11,33.2,20.4,63,28.8,0.0
2018-05-12,32.8,22.6,65,26.7,1.2
2018-05-13,33.5,21.7,67,20.4,0.8
2018-05-14,32.7,23.0,65,20.2,0.6
2018-05-15,33.2,22.6,63,16.6,0.1
2018-05-16,34.6,20.3,57,15.0,0.0
2018-05-17,36.2,22.5,49,15.1,0.0
2018-05-18,37.2,21.7,56,25.2,0.0
2018-05-19,34.8,22.5,60,29.5,0.5
2018-05-20,29.7,22.3,77,18.9,7.1
2018-05-21,30.3,21.0,79,20.1,0.2
2018-05-22,30.0,21.9,78,14.5,2.8
2018-05-23,30.5,21.9,75,17.4,0.6
2018-05-24,31.2,21.3,75,13.8,1.1
2018-05-25,34.3,22.7,66,13.2,0.1
2018-05-26,37.0,23.5,60,20.6,0.0
2018-05-27,35.7,24.3,57,16.6,0.0
2018-05-28,36.6,23.3,57,14.8,0.0
2018-05-29,36.7,24.4,56,23.0,0.0
2018-05-30,37.5,24.3,57,24.6,0.0
2018-05-31,37.6,24.8,59,25.9,0.1
2018-06-01,37.7,24.8,60,23.7,0.1
2018-06-02,37.9,24.8,59,22.6,0.0
2018-06-03,31.9,25.1,69,17.1,2.9
2018-06-04,32.8,25.3,63,18.9,0.1
2018-06-05,36.6,24.8,58,22.9,0.0
2018-06-06,36.4,24.9,59,19.5,0.0
2018-06-07,37.0,24.6,56,21.2,0.0
2018-06-08,34.3,24.9,62,25.0,0.8
2018-06-09,33.5,24.8,67,24.0,0.7
2018-06-10,35.8,25.0,63,27.1,0.8
2018-06-11,35.6,25.8,58,29.8,0.1
2018-06-12,36.8,25.6,59,26.2,0.2
2018-06-13,34.7,25.2,61,22.7,1.9
2018-06-14,32.8,25.2,63,22.4,0.8
2018-06-15,35.0,25.1,66,22.7,1.0
2018-06-16,34.8,25.3,63,26.5,0.9
2018-06-17,34.5,24.8,69,22.3,5.4
2018-06-18,33.5,23.5,77,26.9,4.4
2018-06-19,26.5,23.3,91,22.1,16.9
2018-06-20,27.3,23.2,92,19.2,10.5
2018-06-21,31.3,22.2,83,14.7,1.0
2018-06-22,34.4,23.1,70,24.1,0.0
2018-06-23,34.9,24.9,67,25.9,0.0
2018-06-24,35.5,25.8,66,32.6,0.5
2018-06-25,32.9,25.2,70,27.6,3.2
2018-06-26,34.4,24.6,68,21.3,3.2
2018-06-27,36.8,24.9,61,21.2,0.0
2018-06-28,37.7,24.2,60,28.4,0.1
2018-06-29,37.2,25.3,62,27.6,0.3
2018-06-30,37.3,26.2,60,30.0,0.4
2018-07-01,39.0,24.6,57,22.4,0.0
2018-07-02,38.4,24.9,56,18.7,0.0
2018-07-03,38.3,25.0,54,20.7,0.0
2018-07-04,32.8,22.3,76,19.5,49.1
2018-07-05,32.1,21.9,74,12.1,0.6
2018-07-06,31.6,23.3,73,18.1,9.0
2018-07-07,30.1,23.3,82,14.3,9.3
2018-07-08,28.4,23.0,90,14.8,35.1
2018-07-09,28.9,23.4,89,12.8,17.1
2018-07-10,31.7,23.1,77,14.5,0.0
2018-07-11,31.9,23.5,72,11.2,0.0
2018-07-12,33.0,23.9,67,15.6,0.0
2018-07-13,33.1,24.2,69,27.9,0.0
2018-07-14,34.1,24.2,69,25.1,0.0
2018-07-15,34.5,24.8,65,20.1,0.2
2018-07-16,37.1,24.3,58,19.1,0.0
2018-07-17,37.1,22.9,58,17.8,0.0
2018-07-18,38.4,25.0,53,23.0,0.0
2018-07-19,39.1,25.2,51,19.5,0.0
2018-07-20,39.7,25.2,50,18.8,0.0
2018-07-21,39.7,24.9,51,18.1,0.0
2018-07-22,39.5,25.4,49,18.5,0.0
2018-07-23,41.3,26.0,43,14.8,0.0
2018-07-24,36.9,28.7,50,24.3,0.3
2018-07-25,36.7,26.0,54,13.8,0.1
2018-07-26,38.3,25.2,39,15.3,0.0
2018-07-27,38.5,25.5,37,18.6,0.0
2018-07-28,37.5,24.8,49,16.5,0.0
2018-07-29,38.2,26.2,49,19.7,0.0
2018-07-30,36.3,26.0,52,18.8,0.3
2018-07-31,34.4,24.8,58,23.5,6.9
2018-08-01,34.7,23.7,45,17.5,0.0
2018-08-02,35.9,23.0,39,18.2,0.0
2018-08-03,37.3,25.0,45,22.5,0.0
2018-08-04,34.4,24.0,59,27.4,1.3
2018-08-05,36.5,24.0,61,20.4,0.8
2018-08-06,35.8,25.3,62,21.9,0.2
2018-08-07,35.3,25.9,63,19.3,0.4
2018-08-08,36.3,25.7,59,22.6,0.1
2018-08-09,37.0,25.8,58,21.6,0.5
2018-08-10,34.0,26.1,65,17.2,0.8
2018-08-11,29.0,24.5,78,15.5,3.6
2018-08-12,30.0,22.7,87,18.4,18.0
2018-08-13,32.3,25.0,72,25.6,2.9
2018-08-14,32.2,23.4,71,22.3,0.9
2018-08-15,34.4,25.0,66,19.1,0.0
2018-08-16,35.4,24.9,64,22.1,0.0
2018-08-17,37.2,25.2,56,21.7,0.0
2018-08-18,37.3,25.8,53,21.3,0.0
2018-08-19,37.3,26.0,55,23.3,0.0
2018-08-20,36.7,25.4,61,18.2,1.3
2018-08-21,37.4,26.8,50,18.9,0.0
2018-08-22,37.6,27.1,46,17.6,0.2
2018-08-23,38.3,27.1,45,18.6,0.0
2018-08-24,39.1,26.2,50,22.7,0.0
2018-08-25,36.1,26.4,56,23.5,0.5
2018-08-26,37.1,26.6,54,26.5,0.1
2018-08-27,36.8,26.4,56,24.7,0.2
2018-08-28,36.6,26.4,61,29.6,0.4
2018-08-29,35.3,26.6,64,23.8,2.1
2018-08-30,35.6,25.3,64,21.8,0.0
2018-08-31,36.2,24.6,58,19.1,0.1
2018-09-01,35.7,25.4,59,22.2,0.6
2018-09-02,34.9,26.4,67,19.1,4.0
2018-09-03,31.0,23.8,85,12.4,46.4
2018-09-04,30.0,24.0,85,17.7,17.8
2018-09-05,30.7,23.7,88,17.7,14.8
2018-09-06,31.1,23.9,86,11.2,20.4
2018-09-07,30.4,23.1,86,10.7,16.2
2018-09-08,29.8,23.3,86,14.6,9.5
2018-09-09,24.4,22.5,93,13.6,75.9
2018-09-10,24.1,21.3,90,13.6,6.4
2018-09-11,27.7,20.6,87,12.8,10.6
2018-09-12,29.3,21.7,89,15.1,14.9
2018-09-13,28.2,22.8,90,16.3,12.2
2018-09-14,26.7,22.7,92,20.2,23.4
2018-09-15,27.6,23.2,92,26.5,16.7
2018-09-16,28.0,22.6,90,13.5,11.3
2018-09-17,31.0,21.7,81,9.3,0.4
2018-09-18,30.9,24.1,78,11.9,0.0
2018-09-19,31.1,22.7,79,13.8,0.0
2018-09-20,28.2,22.6,90,17.2,20.2
2018-09-21,29.0,23.7,92,18.7,23.2
2018-09-22,26.6,20.6,81,20.1,26.0
2018-09-23,24.7,20.0,80,12.9,1.1
2018-09-24,27.3,21.5,85,10.8,3.5
2018-09-25,29.7,21.9,85,16.7,1.5
2018-09-26,29.5,19.6,85,21.0,9.3
2018-09-27,25.3,17.3,69,19.4,0.0
2018-09-28,27.2,18.0,86,11.6,1.7
2018-09-29,25.8,21.3,92,13.3,9.2
2018-09-30,26.6,21.7,91,15.8,3.8
2018-10-01,27.7,21.6,92,13.2,14.0
2018-10-02,28.0,22.5,92,14.1,5.5
2018-10-03,29.7,23.7,82,15.6,0.2
2018-10-04,29.8,22.2,80,13.8,0.5
2018-10-05,30.0,23.0,83,17.5,1.6
2018-10-06,28.1,23.8,88,17.2,4.4
2018-10-07,28.3,23.2,88,25.5,11.0
2018-10-08,26.4,22.2,91,19.8,8.7
2018-10-09,26.6,21.3,91,22.5,7.1
2018-10-10,24.6,18.8,79,19.5,0.1
2018-10-11,23.8,16.2,69,18.4,0.0
2018-10-12,27.8,15.8,79,16.9,0.8
2018-10-13,27.5,21.1,90,29.4,7.9
2018-10-14,30.0,19.4,89,19.7,11.1
2018-10-15,21.7,7.2,90,34.6,50.6
2018-10-16,12.0,8.7,88,25.1,16.2
2018-10-17,16.0,11.2,88,21.3,5.2
2018-10-18,16.5,11.6,82,18.6,3.4
2018-10-19,19.8,15.8,95,14.0,24.8
2018-10-20,20.0,15.9,83,23.4,1.1
2018-10-21,21.2,13.4,59,18.5,0.0
2018-10-22,16.8,11.4,76,9.9,2.7
2018-10-23,18.2,12.1,76,15.9,9.5
2018-10-24,17.6,13.6,91,14.2,10.5
2018-10-25,21.1,12.9,82,18.7,0.2
2018-10-26,24.8,10.9,81,14.8,0.0
2018-10-27,27.3,14.0,75,16.1,0.0
2018-10-28,26.5,15.3,75,17.6,0.0
2018-10-29,26.4,16.7,79,24.5,0.1
2018-10-30,27.2,20.0,81,29.4,0.2
2018-10-31,24.7,13.9,90,24.9,20.5
2018-11-01,18.5,10.9,64,23.5,0.0
2018-11-02,22.1,8.6,65,13.0,0.0
2018-11-03,23.9,12.0,70,33.7,0.2
2018-11-04,20.4,13.9,71,18.5,3.4
2018-11-05,25.7,15.6,80,23.2,0.4
2018-11-06,27.3,16.2,90,16.4,0.3
2018-11-07,27.9,16.8,90,26.3,3.2
2018-11-08,18.7,13.5,88,20.4,31.9
2018-11-09,14.5,10.0,71,32.8,9.7
2018-11-10,10.5,6.9,48,19.9,0.1
2018-11-11,13.3,6.6,79,16.6,8.8
2018-11-12,10.4,3.2,78,36.0,6.4
2018-11-13,6.5,0.8,54,30.2,0.0
2018-11-14,10.6,-2.2,57,13.2,0.0
2018-11-15,15.4,0.5,66,11.3,0.0
2018-11-16,18.2,4.0,65,16.8,0.0
2018-11-17,21.2,7.6,85,19.5,0.8
2018-11-18,15.5,6.8,78,22.8,5.2
2018-11-19,11.5,5.1,75,16.2,5.0
2018-11-20,14.6,5.0,69,17.4,0.0
2018-11-21,12.6,4.2,77,9.2,1.3
2018-11-22,16.3,8.8,80,10.6,0.0
2018-11-23,23.8,11.2,75,26.4,0.0
2018-11-24,22.8,7.4,69,19.7,0.0
2018-11-25,19.3,9.1,63,30.0,0.0
2018-11-26,12.6,5.6,52,25.4,0.0
2018-11-27,15.2,1.4,59,19.0,0.0
2018-11-28,19.6,7.9,72,29.4,0.0
2018-11-29,23.9,14.0,87,27.9,0.0
2018-11-30,24.9,18.8,89,31.1,0.5
2018-12-01,23.4,13.1,51,30.4,4.9
2018-12-02,18.6,10.1,53,18.0,0.0
2018-12-03,15.5,8.1,58,20.6,0.0
2018-12-04,12.6,3.7,63,16.1,0.0
2018-12-05,12.5,3.1,60,11.5,0.0
2018-12-06,18.0,9.8,85,11.6,10.0
2018-12-07,14.3,8.3,93,26.5,37.4
2018-12-08,8.6,4.8,81,28.8,8.7
2018-12-09,11.4,3.6,71,22.0,0.0
2018-12-10,13.4,1.7,65,12.4,0.0
2018-12-11,15.6,1.5,76,23.6,0.0
2018-12-12,18.6,11.2,87,25.4,0.1
2018-12-13,19.3,7.5,72,38.1,0.2
2018-12-14,11.8,5.9,63,38.5,0.3
2018-12-15,16.6,6.1,46,20.2,0.0
2018-12-16,17.6,2.9,67,10.8,0.0
2018-12-17,17.4,7.7,65,11.0,0.0
2018-12-18,17.5,5.7,84,15.8,11.5
2018-12-19,17.3,11.4,91,9.2,4.9
2018-12-20,16.1,10.2,53,33.2,0.1
2018-12-21,16.3,4.3,46,20.9,0.0
2018-12-22,21.8,8.3,59,18.7,0.0
2018-12-23,14.9,7.4,63,23.5,0.0
2018-12-24,14.8,3.9,78,9.5,0.1
2018-12-25,20.7,12.2,92,20.7,2.0
2018-12-26,21.2,16.7,93,35.3,68.0
2018-12-27,19.5,9.3,70,20.3,50.4
2018-12-28,11.7,4.4,61,23.2,0.0
2018-12-29,8.5,4.8,64,23.2,0.7
2018-12-30,6.7,4.1,84,18.0,12.2
2018-12-31,18.8,5.7,77,17.7,6.5
2019-01-01,11.4,3.8,75,21.2,0.3
2019-01-02,5.3,3.3,89,23.3,42.7
2019-01-03,11.4,2.6,80,20.2,6.8
2019-01-04,16.6,2.1,66,18.8,0.0
2019-01-05,20.4,2.9,71,13.8,0.0
2019-01-06,20.2,7.3,84,25.5,0.0
2019-01-07,23.0,16.0,87,20.9,0.6
2019-01-08,22.0,11.6,76,18.2,0.0
2019-01-09,14.6,6.7,47,21.5,0.0
2019-01-10,13.6,5.9,59,11.6,0.3
2019-01-11,16.8,9.3,83,19.9,7.5
2019-01-12,15.1,6.4,72,29.5,0.0
2019-01-13,11.5,3.6,69,17.8,0.0
2019-01-14,9.9,3.3,70,16.3,0.0
2019-01-15,10.1,6.9,80,13.0,0.7
2019-01-16,14.2,7.1,93,10.2,1.9
2019-01-17,20.8,10.5,83,10.7,0.0
2019-01-18,19.1,9.7,93,26.7,0.7
2019-01-19,16.3,4.1,52,45.7,4.1
2019-01-20,10.9,-0.0,57,13.9,0.0
2019-01-21,17.5,1.7,74,28.9,0.0
2019-01-22,21.1,5.7,79,34.1,5.0
2019-01-23,11.4,2.4,55,32.4,6.1
2019-01-24,14.7,0.8,61,19.8,0.0
2019-01-25,11.9,3.9,71,11.3,1.1
2019-01-26,15.3,5.3,81,11.9,7.3
2019-01-27,17.0,6.1,72,14.8,2.1
2019-01-28,19.9,6.8,68,39.8,0.3
2019-01-29,8.4,1.9,45,29.8,0.0
2019-01-30,11.9,2.5,56,14.3,0.0
2019-01-31,15.4,7.9,87,12.4,1.0
2019-02-01,18.2,12.9,93,13.7,2.0
2019-02-02,18.7,12.8,94,12.8,4.8
2019-02-03,23.3,15.4,87,24.2,1.4
2019-02-04,22.7,18.0,89,15.7,0.5
2019-02-05,26.0,17.7,89,24.2,0.9
2019-02-06,25.4,19.4,90,26.3,1.1
2019-02-07,21.2,4.4,65,30.3,7.9
2019-02-08,3.9,0.5,55,28.5,1.5
2019-02-09,5.8,1.2,76,18.5,4.4
2019-02-10,11.6,3.2,89,10.1,2.9
2019-02-11,16.7,9.2,94,15.5,5.0
2019-02-12,15.7,5.4,57,23.4,0.0
2019-02-13,16.4,3.3,62,22.7,0.0
2019-02-14,22.2,10.3,78,30.6,0.0
2019-02-15,27.4,12.5,76,21.5,0.0
2019-02-16,16.6,5.2,74,22.7,0.0
2019-02-17,15.5,8.3,70,26.7,0.5
2019-02-18,14.2,5.5,53,21.7,0.0
2019-02-19,8.1,5.0,79,19.4,9.2
2019-02-20,16.0,2.3,71,18.1,0.1
2019-02-21,13.4,5.7,81,16.6,0.3
2019-02-22,19.7,8.9,87,13.5,2.5
2019-02-23,21.1,11.0,57,32.4,1.5
2019-02-24,15.2,6.4,48,23.6,0.0
2019-02-25,18.4,6.2,65,21.4,0.7
2019-02-26,18.5,12.6,92,14.4,2.0
2019-02-27,24.8,15.0,88,23.6,0.4
2019-02-28,12.9,4.6,79,19.0,3.3
2019-03-01,17.0,5.5,86,13.8,1.6
2019-03-02,14.1,8.7,92,16.3,5.4
2019-03-03,11.0,1.9,77,30.7,2.6
2019-03-04,4.3,-2.2,56,28.2,0.3
2019-03-05,7.0,-3.2,47,25.2,0.0
2019-03-06,12.6,-1.2,61,22.0,0.0
2019-03-07,23.2,10.2,78,27.6,0.0
2019-03-08,26.8,17.1,86,26.9,0.3
2019-03-09,27.3,14.3,69,29.4,3.2
2019-03-10,23.5,14.0,87,17.7,4.4
2019-03-11,19.4,12.9,89,17.0,3.2
2019-03-12,24.5,15.4,87,32.1,6.7
2019-03-13,26.1,12.3,72,35.8,17.9
2019-03-14,21.1,12.7,46,25.0,0.0
2019-03-15,13.8,8.6,45,26.3,0.0
2019-03-16,15.0,7.7,47,16.0,0.0
2019-03-17,17.4,7.5,53,11.6,0.0
2019-03-18,19.0,6.5,55,16.3,0.0
2019-03-19,20.5,8.7,54,20.3,0.0
2019-03-20,21.5,11.1,66,16.8,0.4
2019-03-21,22.8,9.6,57,14.1,0.0
2019-03-22,24.5,11.1,64,21.7,0.0
2019-03-23,23.0,14.2,75,27.9,1.6
2019-03-24,26.1,17.6,79,21.8,0.1
2019-03-25,25.9,17.1,73,20.2,1.1
2019-03-26,23.2,12.6,64,16.0,0.0
2019-03-27,23.8,10.7,70,20.7,0.0
2019-03-28,24.7,13.4,71,27.2,0.0
2019-03-29,26.7,15.8,72,28.1,0.9
2019-03-30,22.0,9.4,67,31.1,2.3
2019-03-31,13.7,7.1,46,28.8,0.0
2019-04-01,14.9,5.4,57,12.3,0.0
2019-04-02,21.3,5.2,55,17.8,0.0
2019-04-03,22.0,11.6,78,30.2,3.1
2019-04-04,31.7,18.1,70,22.8,1.5
2019-04-05,27.8,17.3,77,15.8,0.0
2019-04-06,24.5,16.5,92,20.5,24.0
2019-04-07,20.4,14.8,90,26.3,42.9
2019-04-08,28.8,14.9,66,19.0,0.1
2019-04-09,29.7,12.7,65,15.5,0.0
2019-04-10,31.3,17.7,54,32.4,0.0
2019-04-11,27.5,13.3,45,29.9,0.0
2019-04-12,24.8,9.7,64,22.3,0.6
2019-04-13,22.8,8.6,75,44.2,6.1
2019-04-14,21.9,8.4,53,34.0,0.0
2019-04-15,25.3,11.7,61,23.9,0.0
2019-04-16,26.7,16.2,75,31.4,0.1
2019-04-17,28.6,20.4,85,30.6,4.5
2019-04-18,24.6,15.1,64,35.9,41.7
2019-04-19,22.7,12.2,46,28.5,0.0
2019-04-20,25.3,9.7,58,19.9,0.0
2019-04-21,27.6,14.6,72,29.0,0.0
2019-04-22,26.1,17.6,74,24.8,0.1
2019-04-23,26.6,18.5,82,25.3,2.8
2019-04-24,22.5,14.8,88,17.7,40.5
2019-04-25,28.8,14.1,70,18.3,0.0
2019-04-26,25.4,15.8,67,20.2,0.0
2019-04-27,28.0,16.5,68,26.3,0.0
2019-04-28,28.1,17.9,75,23.1,0.2
2019-04-29,29.0,19.4,77,25.8,0.3
2019-04-30,28.3,22.1,81,36.8,3.4
2019-05-01,29.1,22.2,84,34.6,4.8
2019-05-02,26.7,18.2,86,27.9,12.1
2019-05-03,23.3,18.5,91,21.6,90.2
2019-05-04,26.2,17.0,80,24.1,2.0
2019-05-05,27.8,15.3,78,14.0,0.3
2019-05-06,24.4,18.5,87,20.0,0.7
2019-05-07,26.4,19.3,88,29.0,16.4
2019-05-08,24.8,21.2,92,24.3,39.3
2019-05-09,27.8,17.2,85,28.4,0.8
2019-05-10,19.8,12.6,81,28.6,5.7
2019-05-11,24.1,14.3,85,17.7,15.7
2019-05-12,24.1,13.0,74,20.2,0.0
2019-05-13,26.1,12.7,75,14.4,0.0
2019-05-14,26.0,17.2,80,12.5,6.8
2019-05-15,27.6,17.5,82,12.7,0.2
2019-05-16,28.6,16.6,77,16.8,0.1
2019-05-17,29.9,21.3,83,26.5,2.0
2019-05-18,28.0,21.2,90,34.9,18.7
2019-05-19,31.8,23.4,84,14.9,0.1
2019-05-20,31.3,23.4,81,37.0,2.1
2019-05-21,29.8,21.6,68,35.7,9.0
2019-05-22,31.7,21.9,77,33.1,0.6
2019-05-23,31.7,24.9,78,29.8,2.0
2019-05-24,30.8,23.5,76,29.6,0.9
2019-05-25,31.1,22.9,76,24.8,2.9
2019-05-26,31.6,22.6,70,25.2,0.4
2019-05-27,31.8,21.8,73,25.8,1.0
2019-05-28,32.6,23.1,74,32.8,1.4
2019-05-29,31.7,24.3,82,32.1,5.0
2019-05-30,30.0,22.5,82,19.0,8.9
2019-05-31,30.8,22.4,80,15.0,9.3
2019-06-01,31.3,22.1,79,9.8,0.9
2019-06-02,32.8,22.8,73,16.2,0.1
2019-06-03,31.8,23.5,74,15.7,0.7
2019-06-04,31.7,22.2,81,15.1,12.5
2019-06-05,28.6,23.0,85,17.1,5.9
2019-06-06,31.1,20.2,81,15.2,3.5
2019-06-07,32.5,21.7,71,19.2,0.5
2019-06-08,33.4,20.3,68,9.0,0.0
2019-06-09,36.2,22.8,66,23.8,1.4
2019-06-10,28.6,23.5,69,26.8,0.1
2019-06-11,26.3,20.5,71,12.9,2.7
2019-06-12,30.2,18.2,76,9.8,0.0
2019-06-13,30.5,21.8,56,13.0,0.0
2019-06-14,33.7,21.4,60,25.1,0.0
2019-06-15,35.4,24.1,66,29.9,0.0
2019-06-16,32.4,23.0,81,32.4,33.7
2019-06-17,30.9,22.5,80,17.1,0.7
2019-06-18,33.6,21.7,74,20.1,0.2
2019-06-19,36.4,24.9,70,22.9,0.0
2019-06-20,36.7,25.6,73,25.2,0.1
2019-06-21,36.4,25.8,70,31.2,0.1
2019-06-22,33.3,26.1,79,30.0,7.9
2019-06-23,32.4,23.9,79,31.1,5.0
2019-06-24,28.3,20.8,86,21.3,49.3
2019-06-25,31.4,20.2,76,18.4,0.0
2019-06-26,30.1,20.9,80,18.4,8.0
2019-06-27,32.0,22.8,80,18.6,0.8
2019-06-28,32.1,22.7,79,24.4,1.6
2019-06-29,34.1,22.3,70,20.8,2.8
2019-06-30,29.8,22.7,79,16.8,16.1
2019-07-01,31.2,22.9,78,18.2,1.0
2019-07-02,30.6,23.2,82,20.0,3.4
2019-07-03,28.4,23.1,87,20.8,14.5
2019-07-04,32.5,24.1,79,24.5,6.5
2019-07-05,33.3,25.0,74,25.2,0.2
2019-07-06,33.1,24.7,74,16.0,0.3
2019-07-07,34.3,24.6,70,16.1,0.0
2019-07-08,34.4,25.0,75,15.6,0.6
2019-07-09,34.7,25.1,73,22.5,1.0
2019-07-10,34.8,24.9,69,18.4,0.1
2019-07-11,35.4,24.0,65,26.0,0.2
2019-07-12,36.2,25.6,56,20.9,0.0
2019-07-13,34.8,24.7,58,21.0,1.2
2019-07-14,34.8,26.0,65,17.8,0.9
2019-07-15,34.0,24.9,68,21.3,2.5
2019-07-16,36.0,25.8,63,23.2,0.0
2019-07-17,35.5,25.5,66,22.9,0.6
2019-07-18,36.8,24.8,63,25.3,0.1
2019-07-19,36.6,24.9,62,24.2,0.0
2019-07-20,36.8,25.1,59,22.9,0.0
2019-07-21,36.3,24.0,58,20.8,0.0
2019-07-22,35.1,25.9,60,15.1,0.0
2019-07-23,34.3,24.6,57,28.8,7.5
2019-07-24,32.1,23.6,45,21.1,0.0
2019-07-25,32.3,19.1,44,13.6,0.0
2019-07-26,33.1,20.9,50,10.3,0.0
2019-07-27,34.5,23.5,53,17.2,0.5
2019-07-28,34.1,25.0,66,25.7,1.7
2019-07-29,35.7,25.5,61,22.9,0.0
2019-07-30,36.8,25.8,56,16.1,0.0
